method,budget,trial,f1,seconds
Coordinate_RF,50,46,0.7073389979118965,0.8570945262908936
EXP010,50,46,0.6110246320322523,0.024248838424682617
EXPF,50,46,0.640383814987765,0.06862950325012207
ASTRA_AGF,100,46,0.713003899554866,0.9110026359558105
Coordinate_RF,100,46,0.7250587160113995,0.9666244983673096
EXP010,100,46,0.6160328611386476,0.02856278419494629
EXPF,100,46,0.6477746802438391,0.08274960517883301
ASTRA_AGF,200,46,0.728556728352616,1.136016607284546
Coordinate_RF,200,46,0.742255718406174,1.0993356704711914
EXP010,200,46,0.6217781891761005,0.03167986869812012
EXPF,200,46,0.6556616939943997,0.1127619743347168
ASTRA_AGF,5,47,0.6606634390220926,0.7315495014190674
Coordinate_RF,5,47,0.6612575193682944,0.7983601093292236
EXP010,5,47,0.5553255623242379,0.03263592720031738
EXPF,5,47,0.5424793754382352,0.0770573616027832
ASTRA_AGF,25,47,0.6946927501895163,0.8366546630859375
Coordinate_RF,25,47,0.6991951426092531,0.8652393817901611
EXP010,25,47,0.6152485224755,0.043135881423950195
EXPF,25,47,0.6335652182212758,0.10289978981018066
ASTRA_AGF,50,47,0.687773857603082,0.8490917682647705
Coordinate_RF,50,47,0.708185638097508,0.8631312847137451
EXP010,50,47,0.6147664190456905,0.03735804557800293
EXPF,50,47,0.6374523996753791,0.09333252906799316
ASTRA_AGF,100,47,0.7225854347915638,0.9798402786254883
Coordinate_RF,100,47,0.7394377059709304,0.9441046714782715
EXP010,100,47,0.6279194837733516,0.0332491397857666
EXPF,100,47,0.650770902477614,0.07358717918395996
ASTRA_AGF,200,47,0.7395499096136819,1.0953378677368164
Coordinate_RF,200,47,0.7539817495583532,1.1066868305206299
EXP010,200,47,0.6265590523515132,0.0271451473236084
EXPF,200,47,0.6587375285977393,0.07663869857788086
ASTRA_AGF,5,48,0.6545087172940288,0.6615862846374512
Coordinate_RF,5,48,0.6541486322999108,0.7089300155639648
EXP010,5,48,0.5532572666826471,0.019354820251464844
EXPF,5,48,0.5616459077094748,0.052468061447143555
ASTRA_AGF,25,48,0.6905206387364982,0.8266377449035645
Coordinate_RF,25,48,0.7005203719244003,0.7975778579711914
EXP010,25,48,0.6114545620280326,0.029430150985717773
EXPF,25,48,0.6530106226968639,0.08154463768005371
ASTRA_AGF,50,48,0.706099722116934,0.8402140140533447
Coordinate_RF,50,48,0.7262805964884403,0.8612105846405029
EXP010,50,48,0.607106240298245,0.03345084190368652
EXPF,50,48,0.6446314016090506,0.10022306442260742
ASTRA_AGF,100,48,0.7171865905822105,0.9425654411315918
Coordinate_RF,100,48,0.7335121727088285,0.9871900081634521
EXP010,100,48,0.6188624384277838,0.02819991111755371
EXPF,100,48,0.6533575563488766,0.0719151496887207
ASTRA_AGF,200,48,0.7247857150717659,1.0925841331481934
Coordinate_RF,200,48,0.7444143914897237,1.1299810409545898
EXP010,200,48,0.6240905116140437,0.02538442611694336
EXPF,200,48,0.6622294389129991,0.07644891738891602
ASTRA_AGF,5,49,0.6377356646196753,0.7034175395965576
Coordinate_RF,5,49,0.6386768441218298,0.7002928256988525
EXP010,5,49,0.5673789151101717,0.019518375396728516
EXPF,5,49,0.5445727195438116,0.0450742244720459
ASTRA_AGF,25,49,0.6873272264674101,0.7920622825622559
Coordinate_RF,25,49,0.6895093768099045,0.7665283679962158
EXP010,25,49,0.6232176318110831,0.02273106575012207
EXPF,25,49,0.648831023544512,0.07113409042358398
ASTRA_AGF,50,49,0.7013674309597138,0.803246259689331
Coordinate_RF,50,49,0.7057572025536847,0.8322384357452393
EXP010,50,49,0.6287957355582268,0.030222177505493164
EXPF,50,49,0.6608866989401689,0.12424302101135254
ASTRA_AGF,100,49,0.7174729774023458,0.9105615615844727
Coordinate_RF,100,49,0.7255596927565262,0.9990510940551758
EXP010,100,49,0.6221962666855618,0.03008127212524414
EXPF,100,49,0.6598870595526849,0.07217144966125488
ASTRA_AGF,200,49,0.7305293537572941,1.1943035125732422
Coordinate_RF,200,49,0.7450779774267671,1.0935778617858887
EXP010,200,49,0.6215773426073279,0.02496647834777832
EXPF,200,49,0.663976346328883,0.08030939102172852
ASTRA_AGF,5,50,0.6257719946012443,0.6867809295654297
Coordinate_RF,5,50,0.6289765251298892,0.6852054595947266
EXP010,5,50,0.49884838568222317,0.0214383602142334
EXPF,5,50,0.48566727444810864,0.04170370101928711
ASTRA_AGF,25,50,0.6708105755643281,0.8300397396087646
Coordinate_RF,25,50,0.6770493991194457,0.8960239887237549
EXP010,25,50,0.6122461938877912,0.039612531661987305
EXPF,25,50,0.6203683548649098,0.08178520202636719
ASTRA_AGF,50,50,0.6946486127715787,0.836756706237793
Coordinate_RF,50,50,0.6990699814689203,0.8581342697143555
EXP010,50,50,0.6212558209994234,0.024802446365356445
EXPF,50,50,0.6495410023301647,0.07473301887512207
ASTRA_AGF,100,50,0.7081392348072801,0.9238429069519043
Coordinate_RF,100,50,0.7217637821530759,0.9091382026672363
EXP010,100,50,0.6267869367580785,0.02516460418701172
EXPF,100,50,0.6579737050133144,0.07308483123779297
ASTRA_AGF,200,50,0.7268997097614105,1.1489536762237549
Coordinate_RF,200,50,0.7480985587113191,1.100142240524292
EXP010,200,50,0.6251176207697753,0.020871877670288086
EXPF,200,50,0.6578792610248188,0.07722735404968262
ASTRA_AGF,5,51,0.6596525754473949,0.6770670413970947
Coordinate_RF,5,51,0.6607182939201376,0.741445779800415
EXP010,5,51,0.6097887127909126,0.015707969665527344
EXPF,5,51,0.6137766516638228,0.05366396903991699
ASTRA_AGF,25,51,0.6687681175352203,0.7852191925048828
Coordinate_RF,25,51,0.6779918935566194,0.8328313827514648
EXP010,25,51,0.612725212343519,0.025354862213134766
EXPF,25,51,0.6305966003376715,0.07220697402954102
ASTRA_AGF,50,51,0.6767102003697111,0.87908935546875
Coordinate_RF,50,51,0.6907307395528808,0.8185596466064453
EXP010,50,51,0.6138651288149888,0.030809879302978516
EXPF,50,51,0.6367144156822137,0.06951308250427246
ASTRA_AGF,100,51,0.7086086644820173,0.8996150493621826
Coordinate_RF,100,51,0.7224918466787816,0.9168415069580078
EXP010,100,51,0.5971819552565528,0.02758502960205078
EXPF,100,51,0.6386959402768055,0.07641267776489258
ASTRA_AGF,200,51,0.7377850144433997,1.1746416091918945
Coordinate_RF,200,51,0.755063906409127,1.0714707374572754
EXP010,200,51,0.6129517739083659,0.021897315979003906
EXPF,200,51,0.6523934145827144,0.07309842109680176
ASTRA_AGF,5,52,0.6382985187582092,0.6764218807220459
Coordinate_RF,5,52,0.6368088002364642,0.6849832534790039
EXP010,5,52,0.580051386841906,0.01599431037902832
EXPF,5,52,0.5290197608005134,0.05492377281188965
ASTRA_AGF,25,52,0.6864696460626194,0.7836940288543701
Coordinate_RF,25,52,0.6968679021893672,0.7769441604614258
EXP010,25,52,0.6135261493880089,0.03125357627868652
EXPF,25,52,0.6305392613604596,0.08212471008300781
ASTRA_AGF,50,52,0.7017151485630087,0.9161415100097656
Coordinate_RF,50,52,0.7116868854261738,0.8394601345062256
EXP010,50,52,0.6249391209552353,0.028006792068481445
EXPF,50,52,0.6514247171046291,0.07361626625061035
ASTRA_AGF,100,52,0.7248979452191283,0.8950843811035156
Coordinate_RF,100,52,0.7381785503357874,0.9329988956451416
EXP010,100,52,0.623912030524471,0.025765657424926758
EXPF,100,52,0.6592901145647974,0.06559205055236816
ASTRA_AGF,200,52,0.7406183907995072,1.0800080299377441
Coordinate_RF,200,52,0.7552762094325793,1.1652801036834717
EXP010,200,52,0.628631330275609,0.025641202926635742
EXPF,200,52,0.6672387045409502,0.08707213401794434
ASTRA_AGF,5,53,0.6420271127429314,0.7206189632415771
Coordinate_RF,5,53,0.6439281383121283,0.7034411430358887
EXP010,5,53,0.6042222922483764,0.023432254791259766
EXPF,5,53,0.5151242584596226,0.046678781509399414
ASTRA_AGF,25,53,0.6889045803045137,0.778148889541626
Coordinate_RF,25,53,0.6930361688940657,0.7965707778930664
EXP010,25,53,0.6254557329115645,0.019863128662109375
EXPF,25,53,0.6662791882132015,0.07435250282287598
ASTRA_AGF,50,53,0.7112778056457003,0.8423418998718262
Coordinate_RF,50,53,0.717344060181881,0.8784723281860352
EXP010,50,53,0.6162822189233693,0.02108931541442871
EXPF,50,53,0.658178211554757,0.08092951774597168
ASTRA_AGF,100,53,0.718647402213978,0.906057596206665
Coordinate_RF,100,53,0.7271233941674363,0.915123701095581
EXP010,100,53,0.6192646479153491,0.021720170974731445
EXPF,100,53,0.6643828895064036,0.07834672927856445
ASTRA_AGF,200,53,0.7297685050883147,1.065434217453003
Coordinate_RF,200,53,0.7449821506317308,1.1035754680633545
EXP010,200,53,0.6178752103075668,0.0239865779876709
EXPF,200,53,0.6562387344115114,0.07614994049072266
ASTRA_AGF,5,54,0.6421383251558901,0.7478485107421875
Coordinate_RF,5,54,0.6435082055205561,0.7155108451843262
EXP010,5,54,0.541279982618095,0.015033245086669922
EXPF,5,54,0.5856045185605697,0.048441410064697266
ASTRA_AGF,25,54,0.681680941661103,0.7904937267303467
Coordinate_RF,25,54,0.6900388357424956,0.7996795177459717
EXP010,25,54,0.6046023030545006,0.022504568099975586
EXPF,25,54,0.6311586733863059,0.07895159721374512
ASTRA_AGF,50,54,0.6971891076238965,0.822331428527832
Coordinate_RF,50,54,0.704570788812225,0.8590514659881592
EXP010,50,54,0.5966629758401364,0.03571319580078125
EXPF,50,54,0.6330029760789369,0.07411479949951172
ASTRA_AGF,100,54,0.7060243100854885,0.9479572772979736
Coordinate_RF,100,54,0.719691237467595,0.9235234260559082
EXP010,100,54,0.6208361151721005,0.021985292434692383
EXPF,100,54,0.6477784355035263,0.07786726951599121
ASTRA_AGF,200,54,0.7286244175417895,1.075744867324829
Coordinate_RF,200,54,0.7440690768651774,1.1330394744873047
EXP010,200,54,0.6220731272246321,0.02612447738647461
EXPF,200,54,0.6554427544533667,0.08600473403930664
ASTRA_AGF,5,55,0.6561407553123704,0.7127685546875
Coordinate_RF,5,55,0.6607878038072816,0.7119927406311035
EXP010,5,55,0.6004433178564305,0.01761770248413086
EXPF,5,55,0.570788858483801,0.052459716796875
ASTRA_AGF,25,55,0.669215955199816,0.8453419208526611
Coordinate_RF,25,55,0.6716645247953317,0.8131747245788574
EXP010,25,55,0.6144720827222045,0.02948927879333496
EXPF,25,55,0.6403922485626806,0.07328963279724121
ASTRA_AGF,50,55,0.6995054250628199,0.8711249828338623
Coordinate_RF,50,55,0.707424126480934,0.9027743339538574
EXP010,50,55,0.6255011405121287,0.02932572364807129
EXPF,50,55,0.6537483794688042,0.06932449340820312
ASTRA_AGF,100,55,0.7188328019869823,1.0091655254364014
Coordinate_RF,100,55,0.7310377666739845,0.8944647312164307
EXP010,100,55,0.6214580611049245,0.022782564163208008
EXPF,100,55,0.6624922809920718,0.07390999794006348
ASTRA_AGF,200,55,0.7322168001950524,1.1133592128753662
Coordinate_RF,200,55,0.7477071896496607,1.117114543914795
EXP010,200,55,0.6225798321010151,0.030531644821166992
EXPF,200,55,0.6656189195220843,0.07675886154174805
ASTRA_AGF,5,56,0.6537946220441954,0.6810767650604248
Coordinate_RF,5,56,0.6514613819376283,0.7593677043914795
EXP010,5,56,0.6149808760782074,0.017919063568115234
EXPF,5,56,0.5665389805691348,0.05627131462097168
ASTRA_AGF,25,56,0.6719327893358973,0.7853283882141113
Coordinate_RF,25,56,0.6719565471490399,0.785362958908081
EXP010,25,56,0.6041508680051644,0.028884172439575195
EXPF,25,56,0.6300992771929864,0.07584023475646973
ASTRA_AGF,50,56,0.689201952546045,0.8306856155395508
Coordinate_RF,50,56,0.7033314037340688,0.9037022590637207
EXP010,50,56,0.6066273865121422,0.024266481399536133
EXPF,50,56,0.6421641533398601,0.07268095016479492
ASTRA_AGF,100,56,0.7072205352674923,0.905759334564209
Coordinate_RF,100,56,0.725395108184698,1.01808762550354
EXP010,100,56,0.6122660308171605,0.02894902229309082
EXPF,100,56,0.6444293745546669,0.07072162628173828
ASTRA_AGF,200,56,0.7216902162857701,1.103581428527832
Coordinate_RF,200,56,0.7426355989978559,1.0959784984588623
EXP010,200,56,0.6154420529002979,0.034552812576293945
EXPF,200,56,0.6485682262367058,0.08344817161560059
ASTRA_AGF,5,57,0.6526068821236152,0.6826915740966797
Coordinate_RF,5,57,0.6497290625337484,0.6900732517242432
EXP010,5,57,0.567788499704103,0.01978754997253418
EXPF,5,57,0.5106859201558649,0.05250406265258789
ASTRA_AGF,25,57,0.710407455859252,0.9143328666687012
Coordinate_RF,25,57,0.7207510943505906,0.7855584621429443
EXP010,25,57,0.6246362158618306,0.026853322982788086
EXPF,25,57,0.6634424303064833,0.07684087753295898
ASTRA_AGF,50,57,0.7201293190282506,0.8181650638580322
Coordinate_RF,50,57,0.7355577743140109,0.8403055667877197
EXP010,50,57,0.6277860350690572,0.02614617347717285
EXPF,50,57,0.6581759680171688,0.06445193290710449
ASTRA_AGF,100,57,0.7240347517778674,0.918220043182373
Coordinate_RF,100,57,0.738086921584755,0.9451682567596436
EXP010,100,57,0.6195226764488448,0.03699135780334473
EXPF,100,57,0.6511270485172103,0.0669245719909668
ASTRA_AGF,200,57,0.7342468693543842,1.077338695526123
Coordinate_RF,200,57,0.7503858898933132,1.1051084995269775
EXP010,200,57,0.6235719422679474,0.029390573501586914
EXPF,200,57,0.6596328526033255,0.08637571334838867
ASTRA_AGF,5,58,0.6525636696280965,0.65775465965271
Coordinate_RF,5,58,0.6521202020662037,0.7367258071899414
EXP010,5,58,0.5923533074757729,0.01902294158935547
EXPF,5,58,0.517688636179882,0.05360078811645508
ASTRA_AGF,25,58,0.6914674058449826,0.7762768268585205
Coordinate_RF,25,58,0.6934998551924201,0.8434934616088867
EXP010,25,58,0.5928431251423064,0.02663874626159668
EXPF,25,58,0.6316671178488621,0.07048773765563965
ASTRA_AGF,50,58,0.6978539372387829,0.8518185615539551
Coordinate_RF,50,58,0.7121187781253295,0.8451235294342041
EXP010,50,58,0.6235625565111453,0.027595996856689453
EXPF,50,58,0.653062057765554,0.0667273998260498
ASTRA_AGF,100,58,0.7057816199900026,0.869908332824707
Coordinate_RF,100,58,0.7210153941799355,0.8682754039764404
EXP010,100,58,0.6187512332860761,0.029444456100463867
EXPF,100,58,0.6519845094058272,0.0776214599609375
ASTRA_AGF,200,58,0.7271701207838362,1.1393449306488037
Coordinate_RF,200,58,0.7409053742397785,1.0640714168548584
EXP010,200,58,0.6178664703712892,0.021830081939697266
EXPF,200,58,0.649962180603536,0.06854939460754395
ASTRA_AGF,5,59,0.6619709041414662,0.64483642578125
Coordinate_RF,5,59,0.6630134341969323,0.6529905796051025
EXP010,5,59,0.5877780723582857,0.015935659408569336
EXPF,5,59,0.5195745014804489,0.053618431091308594
ASTRA_AGF,25,59,0.6821553792558641,0.7788498401641846
Coordinate_RF,25,59,0.6810680193533001,0.7956147193908691
EXP010,25,59,0.5741900063321446,0.027471303939819336
EXPF,25,59,0.6136265658189167,0.09447598457336426
ASTRA_AGF,50,59,0.71284652125776,0.8607261180877686
Coordinate_RF,50,59,0.7176454947543831,0.8286731243133545
EXP010,50,59,0.6105428387913971,0.02122330665588379
EXPF,50,59,0.6501476829889103,0.07109761238098145
ASTRA_AGF,100,59,0.7279229899716642,0.8806400299072266
Coordinate_RF,100,59,0.7375111045606773,0.9665749073028564
EXP010,100,59,0.6161416268087216,0.021203041076660156
EXPF,100,59,0.647848897541941,0.06406307220458984
ASTRA_AGF,200,59,0.7299539507896318,1.08939528465271
Coordinate_RF,200,59,0.7473222640435854,1.1350152492523193
EXP010,200,59,0.6195174718814882,0.02641439437866211
EXPF,200,59,0.6521413506100082,0.07126069068908691
ASTRA_AGF,5,60,0.6558665164584635,0.704719066619873
Coordinate_RF,5,60,0.6574697482532793,0.6825985908508301
EXP010,5,60,0.6002863761230461,0.024532318115234375
EXPF,5,60,0.5465572382192289,0.04618024826049805
ASTRA_AGF,25,60,0.6898682979732578,0.8072786331176758
Coordinate_RF,25,60,0.6942453741954809,0.7805783748626709
EXP010,25,60,0.6102103178575873,0.02175450325012207
EXPF,25,60,0.6435027904678735,0.0777733325958252
ASTRA_AGF,50,60,0.6965731017952421,0.8243710994720459
Coordinate_RF,50,60,0.7064445392880329,0.8827168941497803
EXP010,50,60,0.6172293361020674,0.020699739456176758
EXPF,50,60,0.6462466441398887,0.07292962074279785
ASTRA_AGF,100,60,0.7219528625971785,0.894711971282959
Coordinate_RF,100,60,0.7369886028694825,0.920698881149292
EXP010,100,60,0.6179015505286329,0.021947145462036133
EXPF,100,60,0.6521989209126797,0.077117919921875
ASTRA_AGF,200,60,0.7369705117803861,1.101165771484375
Coordinate_RF,200,60,0.7507549931204868,1.1414945125579834
EXP010,200,60,0.622091201667726,0.025634288787841797
EXPF,200,60,0.6590245811276391,0.07375001907348633
ASTRA_AGF,5,61,0.6642263919138951,0.7048556804656982
Coordinate_RF,5,61,0.6659497739853935,0.7843034267425537
EXP010,5,61,0.5866082474941756,0.022668838500976562
EXPF,5,61,0.5764666100093769,0.0431210994720459
ASTRA_AGF,25,61,0.6942744279550331,0.7810673713684082
Coordinate_RF,25,61,0.7016003940122542,0.8011419773101807
EXP010,25,61,0.6165907560069608,0.035771846771240234
EXPF,25,61,0.6486510000954697,0.07512354850769043
ASTRA_AGF,50,61,0.6943321040992134,0.8089866638183594
Coordinate_RF,50,61,0.6998820553391593,0.8538823127746582
EXP010,50,61,0.6289140256701816,0.02475714683532715
EXPF,50,61,0.6593548457926035,0.06154322624206543
ASTRA_AGF,100,61,0.6963642939011728,0.965822696685791
Coordinate_RF,100,61,0.7074146367647831,0.9151148796081543
EXP010,100,61,0.6313904481840614,0.021082639694213867
EXPF,100,61,0.6499584692251643,0.07489895820617676
ASTRA_AGF,200,61,0.7336742877269314,1.088679552078247
Coordinate_RF,200,61,0.7437372784225683,1.0754778385162354
EXP010,200,61,0.6288227390801601,0.02528977394104004
EXPF,200,61,0.654183712083137,0.0766448974609375
ASTRA_AGF,5,62,0.6641424979461884,0.7363924980163574
Coordinate_RF,5,62,0.6627761469045169,0.6669096946716309
EXP010,5,62,0.5900360110962231,0.022362947463989258
EXPF,5,62,0.5749157196450987,0.0462946891784668
ASTRA_AGF,25,62,0.7013467106772066,0.7611386775970459
Coordinate_RF,25,62,0.7049039002374001,0.759765625
EXP010,25,62,0.61204425978911,0.03281402587890625
EXPF,25,62,0.6319514079176023,0.07506585121154785
ASTRA_AGF,50,62,0.7177543173329037,0.8853800296783447
Coordinate_RF,50,62,0.7288710875353679,0.8401589393615723
EXP010,50,62,0.6229132727492056,0.020804405212402344
EXPF,50,62,0.6540564527097729,0.09002399444580078
ASTRA_AGF,100,62,0.7274897680033864,0.9364709854125977
Coordinate_RF,100,62,0.7462643879009161,0.9119434356689453
EXP010,100,62,0.6264951386013355,0.02274155616760254
EXPF,100,62,0.6635787871742093,0.07673358917236328
ASTRA_AGF,200,62,0.7368635351291033,1.0625479221343994
Coordinate_RF,200,62,0.7563728156313778,1.080474615097046
EXP010,200,62,0.6240924352476827,0.021934986114501953
EXPF,200,62,0.6640109940136067,0.08303523063659668
ASTRA_AGF,5,63,0.6611178606269532,0.6613733768463135
Coordinate_RF,5,63,0.6615757711259334,0.694260835647583
EXP010,5,63,0.5892156923090269,0.019763946533203125
EXPF,5,63,0.5866548936691689,0.04381537437438965
ASTRA_AGF,25,63,0.6663060318625847,0.8352675437927246
Coordinate_RF,25,63,0.6721048661570697,0.7750134468078613
EXP010,25,63,0.5984695188343857,0.029509544372558594
EXPF,25,63,0.608395962198735,0.0784921646118164
ASTRA_AGF,50,63,0.6986306912417541,0.8259944915771484
Coordinate_RF,50,63,0.7113851221379233,0.8128628730773926
EXP010,50,63,0.6192795372098372,0.024621963500976562
EXPF,50,63,0.6440308423427836,0.07804107666015625
ASTRA_AGF,100,63,0.7232973784448579,0.8940882682800293
Coordinate_RF,100,63,0.7369310687586185,0.9910469055175781
EXP010,100,63,0.6241601829450111,0.02428150177001953
EXPF,100,63,0.6483627656867252,0.06776165962219238
ASTRA_AGF,200,63,0.7417462433683628,1.122124433517456
Coordinate_RF,200,63,0.7560351749576903,1.0705318450927734
EXP010,200,63,0.6248020183900009,0.029085874557495117
EXPF,200,63,0.654747607343444,0.07545065879821777
ASTRA_AGF,5,64,0.6516632614083775,0.7438380718231201
Coordinate_RF,5,64,0.6480112664286816,0.6981699466705322
EXP010,5,64,0.57541547842884,0.01758599281311035
EXPF,5,64,0.6019012041017004,0.0575869083404541
ASTRA_AGF,25,64,0.6911162145938919,0.8424711227416992
Coordinate_RF,25,64,0.6926845713372028,0.7947602272033691
EXP010,25,64,0.6175421131454641,0.03221297264099121
EXPF,25,64,0.6514791730007856,0.07612991333007812
ASTRA_AGF,50,64,0.7155914000343387,0.8535258769989014
Coordinate_RF,50,64,0.7255019175104097,0.816204309463501
EXP010,50,64,0.6161367512861686,0.024674654006958008
EXPF,50,64,0.6636348987722349,0.0705864429473877
ASTRA_AGF,100,64,0.7226705669056563,0.8974471092224121
Coordinate_RF,100,64,0.7449967725581361,0.8896791934967041
EXP010,100,64,0.621578531433134,0.02290964126586914
EXPF,100,64,0.6692204277234688,0.06533145904541016
ASTRA_AGF,200,64,0.7471761775532173,1.1403565406799316
Coordinate_RF,200,64,0.7611043945814479,1.044670581817627
EXP010,200,64,0.6228278537095742,0.03180503845214844
EXPF,200,64,0.6637932551939834,0.0749368667602539
ASTRA_AGF,5,65,0.6514899038504051,0.66031813621521
Coordinate_RF,5,65,0.6517066037143657,0.6403367519378662
EXP010,5,65,0.5939863630321162,0.02103567123413086
EXPF,5,65,0.5691723511448852,0.05048513412475586
ASTRA_AGF,25,65,0.6883327915895764,0.7885725498199463
Coordinate_RF,25,65,0.6992011621186232,0.8522384166717529
EXP010,25,65,0.6060142376263413,0.02323174476623535
EXPF,25,65,0.6538864937146035,0.07071065902709961
ASTRA_AGF,50,65,0.7089451297232019,0.8131599426269531
Coordinate_RF,50,65,0.7226231911626161,0.8236615657806396
EXP010,50,65,0.6162487756924573,0.025597572326660156
EXPF,50,65,0.6554258776928614,0.06679105758666992
ASTRA_AGF,100,65,0.7320784787372319,0.8913459777832031
Coordinate_RF,100,65,0.7445077019834964,0.9382071495056152
EXP010,100,65,0.6196069530402971,0.027878999710083008
EXPF,100,65,0.6651405365201545,0.07931184768676758
ASTRA_AGF,200,65,0.740179255979021,1.0932729244232178
Coordinate_RF,200,65,0.759652036775746,1.1146347522735596
EXP010,200,65,0.6226159680524352,0.023611068725585938
EXPF,200,65,0.6642979640931829,0.1104578971862793
ASTRA_AGF,5,66,0.6557597790763094,0.6711676120758057
Coordinate_RF,5,66,0.6571658876915049,0.6717422008514404
EXP010,5,66,0.4776372993680418,0.016115665435791016
EXPF,5,66,0.5527945545069602,0.04540538787841797
ASTRA_AGF,25,66,0.6721807758311827,0.787667989730835
Coordinate_RF,25,66,0.6773257438664833,0.795037031173706
EXP010,25,66,0.5926393197021678,0.029163122177124023
EXPF,25,66,0.626480943806461,0.07648205757141113
ASTRA_AGF,50,66,0.6982810001221397,0.9213011264801025
Coordinate_RF,50,66,0.7079250665158493,0.8281328678131104
EXP010,50,66,0.6136126154778517,0.02476644515991211
EXPF,50,66,0.6497881235968961,0.06870293617248535
ASTRA_AGF,100,66,0.7121366862737645,0.9018774032592773
Coordinate_RF,100,66,0.7238728324682371,0.9027574062347412
EXP010,100,66,0.6114158332846961,0.02653646469116211
EXPF,100,66,0.6493913894559296,0.07607650756835938
ASTRA_AGF,200,66,0.7251880705078675,1.0560309886932373
Coordinate_RF,200,66,0.7443146685386379,1.161012887954712
EXP010,200,66,0.6189952138660001,0.0260159969329834
EXPF,200,66,0.6522054922125536,0.07266092300415039
ASTRA_AGF,5,67,0.6419305663868438,0.6733148097991943
Coordinate_RF,5,67,0.6511880397499898,0.6703948974609375
EXP010,5,67,0.5667235382156188,0.01687455177307129
EXPF,5,67,0.5601793956361938,0.051270484924316406
ASTRA_AGF,25,67,0.6791441043060615,0.7858564853668213
Coordinate_RF,25,67,0.6787351480952887,0.8372788429260254
EXP010,25,67,0.6230113124657335,0.02023005485534668
EXPF,25,67,0.6191050695283199,0.06618523597717285
ASTRA_AGF,50,67,0.6935520297920625,0.8836874961853027
Coordinate_RF,50,67,0.6925888634459718,0.9368581771850586
EXP010,50,67,0.6174311996325968,0.0245816707611084
EXPF,50,67,0.6342640115523258,0.0708768367767334
ASTRA_AGF,100,67,0.7041428970467549,0.9562022686004639
Coordinate_RF,100,67,0.7109097516686331,0.9194450378417969
EXP010,100,67,0.6191686187676502,0.025643348693847656
EXPF,100,67,0.6451585722781291,0.0838923454284668
ASTRA_AGF,200,67,0.7339876913473122,1.107292890548706
Coordinate_RF,200,67,0.7438691560790875,1.1192905902862549
EXP010,200,67,0.616516572512816,0.02290201187133789
EXPF,200,67,0.649301030873564,0.0705881118774414
ASTRA_AGF,5,68,0.6459625521708522,0.777827262878418
Coordinate_RF,5,68,0.6455303128662588,0.6739921569824219
EXP010,5,68,0.560978768368863,0.016359806060791016
EXPF,5,68,0.5917752435261029,0.054076194763183594
ASTRA_AGF,25,68,0.6918037127890291,0.7797725200653076
Coordinate_RF,25,68,0.6981888129156941,0.8250796794891357
EXP010,25,68,0.6004613821784932,0.023609399795532227
EXPF,25,68,0.6233644703320704,0.08069801330566406
ASTRA_AGF,50,68,0.7130695326887233,0.827791690826416
Coordinate_RF,50,68,0.7195985322336098,0.9273202419281006
EXP010,50,68,0.6123354681167184,0.03041362762451172
EXPF,50,68,0.6379492176611365,0.06427788734436035
ASTRA_AGF,100,68,0.7218214393782305,0.9633288383483887
Coordinate_RF,100,68,0.7259797632446124,0.9221847057342529
EXP010,100,68,0.6219757959567616,0.027248144149780273
EXPF,100,68,0.644246006088776,0.08140158653259277
ASTRA_AGF,200,68,0.7275347649549114,1.17933988571167
Coordinate_RF,200,68,0.7460767364205945,1.0803868770599365
EXP010,200,68,0.6224974442124409,0.02433156967163086
EXPF,200,68,0.6482164723724085,0.0887596607208252
ASTRA_AGF,5,69,0.6536647433326133,0.7453079223632812
Coordinate_RF,5,69,0.6509847842558218,0.7557985782623291
EXP010,5,69,0.5749701069444301,0.015421867370605469
EXPF,5,69,0.5238576935202517,0.050428152084350586
ASTRA_AGF,25,69,0.6909193216941925,0.7761001586914062
Coordinate_RF,25,69,0.6916221105831113,0.8028426170349121
EXP010,25,69,0.6084179893406831,0.022890329360961914
EXPF,25,69,0.6326833299781138,0.06766939163208008
ASTRA_AGF,50,69,0.6966591137388161,0.8578183650970459
Coordinate_RF,50,69,0.7082894449900821,0.8411726951599121
EXP010,50,69,0.6280164909562567,0.021201133728027344
EXPF,50,69,0.6621050129398358,0.08748674392700195
ASTRA_AGF,100,69,0.7155297691290066,1.0547575950622559
Coordinate_RF,100,69,0.7281120577183231,0.8976473808288574
EXP010,100,69,0.631657886976617,0.02149176597595215
EXPF,100,69,0.6685905991663308,0.08491778373718262
ASTRA_AGF,200,69,0.7350956598281106,1.1285901069641113
Coordinate_RF,200,69,0.752460253769284,1.0963361263275146
EXP010,200,69,0.6298646882402478,0.02342963218688965
EXPF,200,69,0.6664045029145045,0.08190131187438965
ASTRA_AGF,5,70,0.6412523554351164,0.6584291458129883
Coordinate_RF,5,70,0.6430283364083205,0.7663238048553467
EXP010,5,70,0.5768120229110936,0.018794775009155273
EXPF,5,70,0.6032904031008486,0.0446009635925293
ASTRA_AGF,25,70,0.6894170454412205,0.7515878677368164
Coordinate_RF,25,70,0.6922883343635677,0.7788717746734619
EXP010,25,70,0.6090779564220563,0.028945446014404297
EXPF,25,70,0.6307771140326295,0.07652592658996582
ASTRA_AGF,50,70,0.685915239901983,0.9706106185913086
Coordinate_RF,50,70,0.6979079384330016,0.8112425804138184
