method,budget,trial,f1,seconds
EXP010,5,3,0.5949982686376565,0.025487184524536133
EXPF,5,3,0.5569025391987661,0.053658246994018555
ASTRA_AGF,25,3,0.6636046879495092,0.7975196838378906
Coordinate_RF,25,3,0.6661218047942907,0.8886678218841553
EXP010,25,3,0.5780590927264553,0.024082422256469727
EXPF,25,3,0.5976889930492066,0.07016277313232422
ASTRA_AGF,50,3,0.6910989184779486,0.8513596057891846
Coordinate_RF,50,3,0.7087698096381041,0.9883716106414795
EXP010,50,3,0.6090681696088669,0.036102294921875
EXPF,50,3,0.6406402756696081,0.07364606857299805
ASTRA_AGF,100,3,0.7126885344187454,0.9119420051574707
Coordinate_RF,100,3,0.732070958355704,0.9178552627563477
EXP010,100,3,0.6252610188526162,0.03282976150512695
EXPF,100,3,0.6573333406097717,0.07330894470214844
ASTRA_AGF,200,3,0.7334672700487702,1.1474826335906982
Coordinate_RF,200,3,0.7464250693617351,1.1100690364837646
EXP010,200,3,0.6232407803548072,0.03414511680603027
EXPF,200,3,0.6600229642254779,0.07808637619018555
ASTRA_AGF,5,4,0.6361391658833802,0.7959136962890625
Coordinate_RF,5,4,0.6366353556661614,0.7004306316375732
EXP010,5,4,0.48116701527643285,0.016434907913208008
EXPF,5,4,0.4946434676275997,0.05140423774719238
ASTRA_AGF,25,4,0.6897312962295815,0.9106309413909912
Coordinate_RF,25,4,0.6938631536081283,0.8025269508361816
EXP010,25,4,0.5914146806628076,0.02822256088256836
EXPF,25,4,0.6052745930764648,0.0932621955871582
ASTRA_AGF,50,4,0.7117725848896124,0.891486644744873
Coordinate_RF,50,4,0.7151873903597212,0.9164347648620605
EXP010,50,4,0.6140889491004378,0.02470850944519043
EXPF,50,4,0.6400487050662229,0.07094836235046387
ASTRA_AGF,100,4,0.7228232753609634,0.9349806308746338
Coordinate_RF,100,4,0.7409372036006454,0.9126358032226562
EXP010,100,4,0.6162556152654923,0.03000783920288086
EXPF,100,4,0.6460164898588664,0.08243393898010254
ASTRA_AGF,200,4,0.7287053260435452,1.1259140968322754
Coordinate_RF,200,4,0.7513671712390362,1.1202564239501953
EXP010,200,4,0.6173702116736577,0.022652387619018555
EXPF,200,4,0.6443311406278366,0.07581901550292969
ASTRA_AGF,5,5,0.6498918084060777,0.7120175361633301
Coordinate_RF,5,5,0.6552437691234292,0.7321944236755371
EXP010,5,5,0.5053505785769621,0.023746967315673828
